City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
129,Avarua,CK,-21.2078,-159.775,69.85,78,40,11.5,scattered clouds,2022-07-21 14:23:28
130,Nemuro,JP,43.3236,145.575,56.82,90,0,8.84,clear sky,2022-07-21 14:23:28
131,Ancud,CL,-41.8697,-73.8203,41.23,73,100,11.5,light rain,2022-07-21 14:23:29
132,Hilo,US,19.7297,-155.09,73.27,99,49,1.99,scattered clouds,2022-07-21 14:21:26
133,Saskylakh,RU,71.9167,114.0833,54.91,61,96,14.43,overcast clouds,2022-07-21 14:23:29
134,Cape Coast,GH,5.1053,-1.2466,77.79,66,29,11.05,scattered clouds,2022-07-21 14:23:29
135,Guaymas,MX,27.9333,-110.9,90.77,59,40,0.0,scattered clouds,2022-07-21 14:23:30
136,Faanui,PF,-16.4833,-151.75,76.82,74,4,13.65,light rain,2022-07-21 14:23:30
137,Hastings,GB,50.8552,0.5729,75.79,77,81,6.42,broken clouds,2022-07-21 14:23:31
138,Savyntsi,UA,49.4026,37.0627,67.1,66,98,10.8,light rain,2022-07-21 14:23:31
139,North Bend,US,43.4065,-124.2243,58.86,96,100,5.75,overcast clouds,2022-07-21 14:23:31
140,Mundi,IN,22.0667,76.5,80.55,78,100,4.76,overcast clouds,2022-07-21 14:23:32
141,Lavrentiya,RU,65.5833,-171.0,40.59,91,100,18.16,light rain,2022-07-21 14:23:32
142,Saint-Philippe,RE,-21.3585,55.7679,71.19,79,42,15.26,light rain,2022-07-21 14:23:32
143,Durango,MX,24.8333,-104.8333,71.15,42,2,4.16,clear sky,2022-07-21 14:23:14
144,Sambava,MG,-14.2667,50.1667,70.21,84,92,16.51,light rain,2022-07-21 14:23:33
145,Shimoda,JP,34.6667,138.95,79.07,85,99,6.55,overcast clouds,2022-07-21 14:23:33
146,Artyom,AZ,40.4723,50.333,80.74,73,5,21.7,clear sky,2022-07-21 14:23:33
147,Hasaki,JP,35.7333,140.8333,79.29,91,100,13.2,overcast clouds,2022-07-21 14:23:34
148,Constitucion,CL,-35.3333,-72.4167,54.03,79,46,4.65,scattered clouds,2022-07-21 14:23:34
149,Vitina,BA,43.2375,17.4839,99.97,22,0,11.25,clear sky,2022-07-21 14:23:34
150,Cabedelo,BR,-6.9811,-34.8339,74.07,79,100,14.12,overcast clouds,2022-07-21 14:23:35
151,Olinda,BR,-8.0089,-34.8553,74.93,88,100,16.11,mist,2022-07-21 14:21:18
152,Churu,IN,28.3,74.95,89.04,62,100,9.91,overcast clouds,2022-07-21 14:23:35
153,Hermanus,ZA,-34.4187,19.2345,60.8,67,9,5.86,clear sky,2022-07-21 14:23:35
154,Asau,RO,46.4333,26.4,83.32,24,0,10.2,clear sky,2022-07-21 14:23:36
