City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
657,Martapura,ID,75.29,broken clouds,-3.4167,114.85,Martapura
658,Westport,US,87.1,scattered clouds,41.1415,-73.3579,Norwalk
661,Diffa,NE,75.87,overcast clouds,13.3154,12.6113,Diffa
662,Samana,DO,88.02,few clouds,19.2056,-69.3369,Samana
663,Bandundu,CD,88.18,broken clouds,-3.3167,17.3667,Bandundu
666,Mbini,GQ,75.81,broken clouds,1.574,9.6134,Mbini
667,Morgantown,US,83.17,overcast clouds,39.6295,-79.9559,Morgantown
668,Piracanjuba,BR,88.38,few clouds,-17.3028,-49.0167,Piracanjuba
670,Uspenskaya,RU,78.24,broken clouds,45.7645,41.067,Uspenskaya
672,Palembang,ID,78.89,few clouds,-2.9167,104.7458,Palembang
673,Hornepayne,CA,85.71,clear sky,49.2138,-84.7705,Hornepayne
675,Erenhot,CN,71.31,broken clouds,43.6475,111.9767,Xilingol League
677,Chiang Rai,TH,80.58,few clouds,19.9167,99.9167,Mueang Chiang Rai
678,Brokopondo,SR,85.37,few clouds,4.75,-55.1667,Matu Island
680,Kasamwa,TZ,70.45,broken clouds,-2.85,32.4333,Kasama
682,Bambanglipuro,ID,75.47,overcast clouds,-7.95,110.2833,Bantul
685,Juba,SS,73.04,light rain,4.8517,31.5825,Juba
686,Lakeville,US,88.5,scattered clouds,44.6497,-93.2427,Lakeville
688,Mezofalva,HU,74.12,few clouds,46.9318,18.7718,Sárbogárd
691,Bulungu,CD,85.69,overcast clouds,-4.55,18.6,Bulungu
692,Arlit,NE,95.61,scattered clouds,18.7369,7.3853,Arlit
694,Nanakuli,US,78.12,broken clouds,21.3906,-158.1547,Nānākuli
697,Abu Kamal,SY,95.67,clear sky,34.4506,40.9171,Al Bukamal
698,Guadalupe Y Calvo,MX,73.87,scattered clouds,26.1,-106.9667,Guadalupe y Calvo Municipality
701,Bismarck,US,93.65,clear sky,46.8083,-100.7837,Bismarck
703,Grand Haven,US,81.16,overcast clouds,43.0631,-86.2284,Grand Haven
707,Takoradi,GH,75.78,broken clouds,4.8845,-1.7554,Takoradi
710,Lincoln,US,86.14,few clouds,40.8,-96.667,Lincoln
711,Jadu,LY,82.08,clear sky,31.953,12.0261,Jadu
714,Changde,CN,78.46,overcast clouds,29.0464,111.6783,Changde
715,Sao Miguel Do Araguaia,BR,95.36,scattered clouds,-13.275,-50.1628,São Miguel do Araguaia
716,Marsabit,KE,70.0,broken clouds,2.3284,37.9899,Marsabit
717,Mayfield,US,78.91,light rain,36.7417,-88.6367,Mayfield
718,Mincivan,AZ,83.82,clear sky,39.0294,46.7185,Asheqlu
